eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,sigmaMagnitude
us7000kb1e,2023,06,25,21,50,21,-79.9032,-1.9292,10,4.6,0
us6000kp6h,2023,06,22,20,36,43,-79.4516,-6.3372,102.484,4.77,0
us7000k984,2023,06,17,16,17,48,-81.9954,-4.4074,10,5.025,0
us7000k7li,2023,06,10,06,53,57,-76.489,3.8178,146.602,4.685,0
us7000k5nw,2023,06,02,04,30,40,-83.0363,3.0939,10,4.685,0
us6000kdqa,2023,05,21,18,39,37,-77.4579,0.1212,12.026,4.685,0
us6000kdkj,2023,05,21,07,44,39,-80.0599,-2.717,54.961,4.855,0
us6000kd0r,2023,05,19,03,00,22,-79.8025,-5.482,101.047,4.515,0
us6000kbqc,2023,05,13,18,59,37,-80.4564,-1.5139,49.223,4.855,0
us6000kcu1,2023,05,13,12,13,56,-81.0435,-5.6458,27.268,4.77,0
us6000kbbv,2023,05,12,06,06,16,-77.9505,0.7544,10,4.855,0
us6000ka69,2023,05,07,08,05,32,-74.7041,3.0134,182.956,4.685,0
us7000jx3g,2023,04,30,03,33,52,-80.9211,-5.0489,32.689,4.77,0
us6000k4sq,2023,04,15,20,52,53,-74.2162,3.3662,10,4.855,0
us6000k4lx,2023,04,15,03,50,57,-79.0054,2.2187,10,4.94,0
us6000k3gz,2023,04,11,10,38,20,-81.0133,-3.6899,10,4.77,0
us6000k24y,2023,04,05,11,25,03,-75.5598,-4.5409,11.162,4.94,0
us6000k1xe,2023,04,04,13,35,24,-75.7336,-3.1276,133.059,5.11,0
us6000k1hb,2023,04,02,12,32,42,-77.6591,-1.6175,177.187,4.855,0
us7000jkyh,2023,03,17,19,19,23,-80.651,-0.1877,18.564,4.685,0
us7000jka7,2023,03,15,21,50,42,-76.0855,3.9045,177.822,4.855,0
us7000jjgg,2023,03,13,03,11,49,-76.5998,-3.8227,111.925,4.94,0
us7000ji24,2023,03,08,04,24,57,-80.1644,0.5931,29.058,4.77,0
us6000jrwb,2023,02,27,09,05,04,-80.8196,-5.6873,35,4.94,0
us6000jru0,2023,02,27,03,01,25,-80.8696,-5.8854,32.402,5.11,0
us6000jq0w,2023,02,19,01,48,38,-80.8114,-1.1134,10,4.685,0
us6000jkpi,2023,02,01,08,58,27,-78.0035,-1.8098,159.108,4.77,0
us6000jkn6,2023,02,01,02,54,27,-79.6826,-3.6451,10,4.685,0
us6000jjzg,2023,01,28,11,58,29,-80.4779,-3.7762,61.631,4.855,0
us6000jjbm,2023,01,26,04,29,44,-77.4686,-0.1313,10,4.77,0
us6000jjb9,2023,01,26,03,16,21,-79.9976,-1.9602,76.274,4.94,0
us6000jj3z,2023,01,25,09,11,39,-80.7345,-3.4777,39.801,4.685,0
us7000j5dh,2023,01,18,23,43,32,-78.0794,-1.7012,158.386,4.685,0
us6000jj5e,2023,01,16,21,04,16,-77.7717,-2.1417,152.782,4.43,0
us7000j4jw,2023,01,15,17,59,19,-77.3987,0.7556,9.7,4.685,0
us7000j2in,2023,01,06,12,33,17,-81.7315,-4.0222,8.451,4.77,0
us7000j15l,2022,12,31,00,43,57,-77.7617,-1.7451,182.543,4.685,0
us7000j3pb,2022,12,30,17,43,01,-77.3878,-5.0236,123.83,4.685,0
us6000jbx4,2022,12,27,05,25,11,-79.8896,-2.0806,73.782,4.6,0
us6000jbeg,2022,12,24,05,49,10,-77.482,-1.7136,181.664,4.515,0
us6000jab8,2022,12,19,12,26,23,-80.3711,-0.9707,35,4.515,0
us6000jaar,2022,12,19,11,01,55,-80.3295,-1.0179,35,4.77,0
us6000ja0q,2022,12,17,15,57,56,-79.3521,1.3493,43.987,4.855,0
us7000j0fb,2022,12,17,09,49,19,-79.5846,1.4416,25,5.025,0
us6000jac8,2022,12,14,17,39,03,-74.1224,3.3517,8.071,4.855,0
us6000j9qp,2022,12,12,14,49,13,-76.7154,3.9986,101.355,4.855,0
us6000j8q6,2022,12,12,06,55,00,-79.9071,-4.438,71.23,5.195,0
us6000j9ia,2022,12,11,21,00,06,-80.5332,-4.8007,52.154,4.77,0
us6000j82i,2022,12,09,03,24,34,-79.7062,-0.6077,86.478,4.855,0
us6000j6c2,2022,12,02,15,44,38,-79.9285,0.4178,47.186,4.94,0
us6000j695,2022,12,02,08,46,33,-79.849,2.5622,10,4.94,0
us6000j5y9,2022,12,01,06,52,28,-80.1899,0.7774,10,4.6,0
us6000j5tn,2022,11,25,16,10,12,-80.4986,-6.0418,45.297,4.685,0
us7000is68,2022,11,24,19,36,48,-80.5615,-1.1651,32.919,4.855,0
us7000irqw,2022,11,23,04,35,31,-83.043,3.8046,10,4.855,0
us7000iq2c,2022,11,16,05,55,22,-77.6103,-1.5604,180.482,4.855,0
us7000in5l,2022,11,07,20,40,40,-77.7544,-1.677,182.62,4.515,0
us7000im3c,2022,11,03,01,14,25,-80.8436,-5.3137,49.982,4.855,0
us7000ilwy,2022,11,02,05,06,43,-76.2688,-2.428,149.645,4.94,0
us7000il2n,2022,10,28,23,19,59,-76.2845,-3.7733,108.034,4.94,0
us7000ilrk,2022,10,27,19,24,48,-80.6395,-6.3676,58.797,4.6,0
us7000ikg9,2022,10,26,09,45,22,-80.7856,-4.0126,42.031,4.855,0
us7000iker,2022,10,26,03,06,13,-80.5835,-4.7937,59.377,4.77,0
us6000ivuj,2022,10,23,00,39,08,-78.9969,1.8089,47.031,4.685,0
us6000ivky,2022,10,21,18,25,52,-81.0348,-6.5122,19.073,4.855,0
us6000iuys,2022,10,19,21,55,23,-77.6628,-1.6438,181.838,4.94,0
us6000iuua,2022,10,19,13,34,24,-79.6636,-2.2165,83.687,4.6,0
us6000itwi,2022,10,15,07,39,53,-79.9025,-2.2212,72.292,5.025,0
us6000itvu,2022,10,15,05,23,11,-80.8095,-3.907,50.494,4.855,0
us6000irvl,2022,10,07,14,55,16,-81.0246,-0.5854,10,4.685,0
us6000irkf,2022,10,06,15,56,47,-78.0757,-1.9239,160.383,4.685,0
us6000iqmd,2022,10,04,05,13,54,-77.2764,1.808,128.35,5.11,0
us6000iqes,2022,10,03,13,14,54,-80.3428,-2.9509,47.005,4.77,0
us6000ipgb,2022,09,29,23,02,43,-77.3626,0.1423,15.702,5.195,0
us6000iny1,2022,09,28,09,53,12,-77.0086,-3.1211,57.812,4.77,0
us7000ib1b,2022,09,26,03,41,59,-79.1953,3.3162,10,4.6,0
us7000iam8,2022,09,23,23,44,41,-80.7245,-2.1042,32.14,4.685,0
us7000i5x1,2022,09,07,04,21,16,-80.3309,0.3258,27.426,4.6,0
us7000i5rk,2022,09,06,17,02,45,-77.925,-1.7724,168.282,4.515,0
us7000i575,2022,09,04,20,52,04,-79.928,-4.6676,42.442,4.855,0
us7000i3k4,2022,08,30,00,23,41,-80.227,-0.7536,42.477,4.77,0
us7000i3dc,2022,08,29,14,51,20,-80.8831,-0.2875,10,4.515,0
us7000i32d,2022,08,28,06,25,34,-80.3621,-3.9616,49.773,4.43,0
us6000icj1,2022,08,21,13,18,38,-80.055,-0.91,56.312,4.94,0
us6000ibzn,2022,08,19,00,22,26,-78.0212,0.711,10,4.94,0
us6000ibnk,2022,08,17,17,50,43,-80.7807,-0.3596,10,4.855,0
us6000ibis,2022,08,17,07,09,20,-80.8382,-0.4227,10,4.94,0
us6000iah2,2022,08,13,07,06,08,-80.6884,-0.1957,16.437,5.11,0
us6000ia6c,2022,08,12,08,47,57,-80.6553,-0.3107,10,4.77,0
us6000ia6a,2022,08,12,08,35,22,-80.8143,-0.2204,10,4.685,0
us6000ia2z,2022,08,12,00,19,45,-80.6168,-3.3998,43.108,4.94,0
us6000ic4n,2022,08,10,11,24,33,-76.1331,-4.5897,122.629,4.685,0
us6000i7pr,2022,08,03,08,13,18,-80.1753,-2.7786,50.246,4.77,0
us6000i72s,2022,08,01,01,38,56,-79.3197,0.1631,10,4.515,0
us6000i6rk,2022,07,30,09,30,33,-83.6411,3.5234,10,4.685,0
us6000i5w5,2022,07,27,12,40,11,-77.6584,2.6716,95.244,4.77,0
us7000htic,2022,07,26,10,24,26,-77.9387,0.5893,10,4.77,0
us7000hsly,2022,07,22,08,39,09,-80.4004,-0.9744,48.437,4.855,0
us7000hslt,2022,07,22,07,57,33,-80.3564,-0.9643,49.01,5.195,0
us6000i6hb,2022,07,20,12,33,41,-75.1491,-5.8472,10.384,5.025,0
us7000hs1v,2022,07,20,07,10,22,-78.4097,-1.9425,138.206,4.94,0
us6000i358,2022,07,17,00,53,36,-78.2034,-1.6236,157.814,4.855,0
us6000i0wc,2022,07,04,22,51,14,-75.8467,-6.9654,10,4.855,0
us6000i0l2,2022,07,03,08,59,48,-79.5531,2.1113,10,4.77,0
us7000hl2z,2022,06,29,13,53,13,-79.4237,-2.4664,77.339,4.94,0
us7000hkci,2022,06,26,09,27,56,-80.542,-4.92,68.33,4.515,0
us7000hk7c,2022,06,25,16,11,25,-78.4254,-4.856,10,5.11,0
us7000hj70,2022,06,22,04,50,21,-77.9174,0.6776,4.85,5.11,0
us7000hhps,2022,06,16,02,43,54,-77.4292,-0.4854,10.75,4.77,0
us7000hgvq,2022,06,12,07,05,50,-77.9074,0.8231,14.264,4.43,0
us7000hgui,2022,06,12,02,37,44,-78.1108,-0.6922,10,4.855,0
us7000hhkb,2022,06,10,17,32,25,-82.6833,3.4349,10,4.77,0
us7000hgha,2022,06,10,13,28,12,-80.6282,-0.6608,39.62,4.77,0
us7000hgbm,2022,06,09,22,12,11,-79.132,-2.8532,76.26,4.77,0
us7000he97,2022,06,02,05,12,19,-76.8333,-6.4376,22.64,4.855,0
us7000hd7f,2022,05,28,01,37,47,-79.0501,-2.9179,81.46,4.345,0
us7000hc7q,2022,05,18,01,38,08,-79.0132,3.8914,10,4.26,0
us6000hkmc,2022,05,12,16,53,00,-80.7481,-6.4422,51.78,5.11,0
us7000h7fj,2022,05,06,02,39,59,-78.4059,-0.1985,10,4.345,0
us7000h5w1,2022,04,29,18,49,51,-79.5186,-2.7513,56.49,5.11,0
us6000hfse,2022,04,23,04,39,34,-76.7434,-5.0892,117.46,4.6,0
us6000hf3t,2022,04,20,21,02,55,-79.4273,2.8283,10,4.77,0
us7000h3hf,2022,04,20,05,38,47,-77.7702,-1.6448,183.59,4.6,0
us7000h3ef,2022,04,19,19,32,27,-75.8536,1.8566,28.88,4.94,0
us7000h2su,2022,04,16,13,37,38,-78.361,-0.1683,10,4.6,0
us7000gzky,2022,04,04,14,18,20,-79.1884,-2.3328,112.19,4.855,0
us7000gzeg,2022,04,03,17,29,31,-76.9158,-4.4845,111.24,4.855,0
us7000gytq,2022,03,31,21,54,39,-76.9011,-5.9993,127.47,4.685,0
us7000gxqx,2022,03,27,20,51,15,-79.654,0.8476,38.81,5.195,0
us6000h6bw,2022,03,21,05,57,35,-77.2957,-6.3596,93.13,4.515,0
us6000h664,2022,03,20,11,02,20,-79.3379,3.0949,10,4.855,0
us6000h5bx,2022,03,17,08,11,27,-78.0366,-1.6307,163.43,4.6,0
us6000h45x,2022,03,13,10,51,03,-78.17,-1.9892,12.11,4.94,0
us6000h2tb,2022,03,02,11,11,21,-81.1985,-5.9114,37.81,4.77,0
us7000gmuw,2022,02,22,00,57,32,-81.006,-6.5455,35,4.855,0
us6000h02f,2022,02,21,16,40,33,-77.3583,-2.2341,152.93,4.685,0
us7000gln0,2022,02,17,16,24,42,-78.0537,-1.5803,168.52,4.855,0
us7000gksz,2022,02,14,17,32,11,-83.0445,3.3713,10,4.94,0
us7000glzd,2022,02,14,17,10,35,-82.846,3.5297,10,4.685,0
us7000girm,2022,02,07,04,02,01,-77.1643,-2.3826,133.51,4.515,0
us7000gipv,2022,02,07,00,31,23,-74.7357,3.448,62.48,4.77,0
us7000ghk4,2022,02,03,07,02,28,-79.5827,-3.8646,70.64,4.43,0
us7000ghvt,2022,01,29,20,04,54,-80.9415,-5.5048,35,4.6,0
us7000gd0q,2022,01,18,21,56,50,-78.7454,-2.6364,78.43,4.6,0
us7000gaus,2022,01,11,08,28,25,-78.9499,2.2295,24.56,4.77,0
us7000gbcy,2022,01,01,17,04,54,-80.9098,-5.0183,21.62,4.685,0
us7000gaze,2021,12,31,17,54,19,-80.2221,-3.9402,67.77,4.515,0
us7000g871,2021,12,31,17,17,58,-76.1681,-5.5529,111.01,4.855,0
us6000gfxf,2021,12,28,20,22,22,-77.9027,-1.0513,34.05,4.94,0
us6000gexr,2021,12,23,23,02,30,-82.1218,-6.4593,10,5.025,0
us7000g986,2021,12,22,08,14,27,-80.7156,-5.6408,64.55,4.77,0
us6000ge1w,2021,12,20,07,51,31,-79.9684,-2.7947,62.65,4.515,0
us6000gdk5,2021,12,19,08,32,25,-77.7356,-4.7063,73,4.515,0
us6000gd5i,2021,12,14,16,52,09,-75.0393,-3.5394,10,4.77,0
us6000gbvm,2021,12,13,13,28,45,-75.7891,-4.3694,98.98,4.855,0
us6000g9yv,2021,12,07,06,56,50,-77.764,-1.4616,172.5,4.6,0
us6000g9ew,2021,12,06,06,30,48,-77.1961,-2.7621,10,5.365,0
us6000gak0,2021,12,04,11,41,30,-77.2169,-5.8743,129.13,4.77,0
us6000g8r4,2021,11,29,14,41,19,-78.5964,3.6788,10,4.855,0
us7000fxxc,2021,11,29,07,53,37,-74.0114,3.6391,10,4.77,0
us7000fxc8,2021,11,26,21,48,34,-75.8614,-6.645,105,5.365,0
us7000fwgk,2021,11,23,16,03,23,-78.356,-0.1754,4.52,5.195,0
us7000fx9i,2021,11,22,15,13,37,-80.5572,-3.2245,47.18,4.77,0
us7000fvxw,2021,11,21,10,57,24,-76.0132,-6.9787,119.05,4.855,0
us7000fvu1,2021,11,20,22,06,41,-80.0795,-1.9136,69.63,5.025,0
us7000fuzu,2021,11,18,04,13,29,-79.1512,0.6621,58.67,4.855,0
us7000ft6j,2021,11,11,09,43,36,-79.4648,-2.6811,10,4.345,0
us7000frle,2021,11,05,04,13,49,-78.9939,2.1522,24.44,4.855,0
us7000fsmm,2021,11,03,17,23,40,-74.4696,-2.0802,10,4.77,0
us7000fqni,2021,11,02,00,02,58,-76.3517,-3.0565,10,4.855,0
us6000ftvg,2021,10,12,00,33,46,-80.3355,0.3629,41.19,4.77,0
us6000fsj9,2021,10,07,05,59,08,-78.7491,-2.4607,87.35,4.685,0
us6000fq6n,2021,09,24,20,42,58,-78.2576,2.9785,35,4.77,0
us7000fcp8,2021,09,19,15,33,49,-82.7667,3.4522,10,5.025,0
us7000fcnd,2021,09,19,12,23,19,-77.9396,-3.1635,36.02,4.94,0
us7000f64y,2021,08,31,09,11,10,-78.1119,-3.1664,89.15,4.94,0
us6000f7mz,2021,08,17,18,59,39,-80.4082,-4.8526,73.56,4.855,0
us6000f6ux,2021,08,16,06,50,04,-80.6521,-4.9599,62.99,4.94,0
us6000f5t9,2021,08,13,18,59,37,-81.0419,-1.5799,10,5.025,0
us6000f3sw,2021,08,10,06,54,44,-80.6131,-0.0538,11.49,4.685,0
us6000f5jw,2021,08,05,22,36,09,-80.8678,-5.0586,35,4.855,0
us6000f168,2021,08,01,07,07,14,-80.6564,-4.9081,35,4.685,0
us6000f0vx,2021,07,31,04,33,02,-80.7928,-5.0645,35,4.685,0
us6000f2qt,2021,07,30,20,14,09,-80.6482,-4.8975,39.42,4.855,0
us6000ezs2,2021,07,22,12,12,41,-83.1217,3.5661,10,4.855,0
us6000exn3,2021,07,21,15,07,35,-78.9765,-5.2125,31.87,5.195,0
us7000emue,2021,07,17,06,44,38,-80.7118,-5.1838,58.13,4.855,0
us7000emkt,2021,07,13,11,36,56,-80.0588,0.8022,10,4.77,0
us7000em74,2021,07,10,16,48,32,-80.983,-1.1735,10,4.94,0
us7000eiqq,2021,07,04,21,36,46,-77.6036,-1.6593,168.4,4.685,0
us7000ejcr,2021,07,02,15,17,09,-80.4087,-6.1735,68.63,4.77,0
us7000eex2,2021,06,21,13,23,09,-76.5541,-3.0197,62.52,4.94,0
us6000ep4i,2021,06,18,17,19,45,-81.328,-3.8809,10,4.685,0
us7000eez4,2021,06,16,05,55,38,-81.1373,-1.4485,10,4.6,0
us7000ede3,2021,06,16,00,32,21,-80.7787,-1.5736,35,4.855,0
us7000edbj,2021,06,15,20,30,20,-80.9059,-1.5387,10,5.195,0
us7000ed87,2021,06,15,14,10,01,-76.6971,-3.9213,105.48,4.855,0
us7000ed2p,2021,06,14,21,05,31,-80.8752,-1.192,10,5.195,0
us7000eaij,2021,06,06,18,50,09,-78.349,-4.5749,102.82,4.685,0
us7000ebsg,2021,06,06,04,31,55,-80.9402,-0.9302,10,4.685,0
us7000eaax,2021,06,06,04,24,30,-80.9676,-0.9631,10,4.855,0
us7000e5cr,2021,05,22,19,45,13,-77.3597,-3.8926,111.37,5.11,0
us7000e16g,2021,05,07,21,46,30,-80.6245,-4.9878,52.79,4.685,0
us7000dzyk,2021,05,04,08,01,47,-76.591,-4.8414,110.72,4.94,0
us7000dzp9,2021,05,03,11,46,46,-81.575,-6.1875,10,4.94,0
us7000dzkj,2021,05,02,22,55,48,-82.7515,3.9246,10,4.855,0
us6000e41e,2021,04,19,17,13,54,-77.5742,-0.5292,24.31,4.6,0
us6000e1pa,2021,04,15,03,13,27,-75.5914,-3.0335,125.61,4.77,0
us6000e1a6,2021,04,13,16,50,48,-79.1617,2.3265,10,5.025,0
us6000dzhr,2021,04,06,19,36,16,-80.86,-5.6469,10,5.11,0
us6000dzhc,2021,04,06,18,01,13,-83.0808,3.6256,10,5.025,0
us6000e18x,2021,04,05,16,41,59,-80.7292,-3.0887,34.98,5.025,0
us6000dwv9,2021,03,26,20,06,36,-77.4798,-1.9901,155.49,4.77,0
us6000dxzc,2021,03,24,21,53,58,-77.3166,-1.029,221.66,4.77,0
us7000df0p,2021,03,03,01,30,57,-80.9031,-5.6308,31.85,5.195,0
us6000dkrn,2021,02,19,15,55,40,-74.3272,3.4642,10,4.77,0
us6000dimv,2021,02,18,10,51,30,-78.8053,-3.9543,99.92,5.45,0
us6000dhvx,2021,02,15,20,48,52,-77.1133,-3.817,95.34,4.94,0
us6000djg9,2021,02,15,09,17,43,-76.6725,-3.4845,100.78,4.685,0
us6000dfsf,2021,02,09,01,40,57,-77.3268,-5.4381,20.72,5.365,0
us6000df0e,2021,02,06,01,23,05,-75.148,-6.0621,53.31,4.77,0
us6000de5q,2021,02,03,11,41,54,-77.6226,-3.1441,26.68,5.195,0
us6000dfw6,2021,02,01,13,12,14,-76.9641,-5.9798,113.28,4.685,0
us6000deqm,2021,01,29,20,20,39,-77.5818,-1.6399,170.41,4.515,0
us6000de7j,2021,01,26,22,58,04,-79.5443,1.217,39.87,4.855,0
us7000d1zv,2021,01,21,10,15,34,-79.4578,-2.2666,90.2,5.195,0
us7000d35e,2021,01,16,10,55,45,-79.6466,1.226,36.47,4.855,0
us7000d0ms,2021,01,16,10,43,42,-79.5819,1.06,39.75,4.855,0
us7000d2g3,2021,01,15,19,36,55,-80.3525,1.2047,10,4.855,0
us7000d0fd,2021,01,15,19,21,16,-79.6906,1.1031,27.53,5.11,0
us7000d2fy,2021,01,15,18,45,52,-79.7023,1.1554,38.88,4.685,0
us7000d0c8,2021,01,15,15,13,49,-80.8383,-3.7982,48.71,4.94,0
us7000d0ab,2021,01,15,10,35,17,-79.6836,1.0965,37.18,5.025,0
us6000d7wm,2021,01,13,01,11,23,-79.8007,2.5119,10,5.025,0
us6000d7db,2021,01,11,06,05,47,-74.6878,-3.6386,10,4.855,0
us7000d1ef,2021,01,10,09,31,08,-79.7147,1.0083,35,4.685,0
us7000d1ec,2021,01,10,08,25,41,-79.6666,1.1165,35.36,4.685,0
us6000d6lb,2021,01,07,23,52,59,-75.4105,-4.4085,53.04,4.94,0
us7000d0bl,2021,01,06,15,32,18,-79.1331,3.7654,10,4.77,0
us6000d6rs,2020,12,30,08,13,06,-80.6013,-4.9994,80.95,4.43,0
us6000d3tl,2020,12,28,21,47,36,-77.253,3.4478,88.49,4.77,0
us6000d1ue,2020,12,22,10,46,20,-77.7462,-3.7437,50.83,4.855,0
us6000d1ps,2020,12,21,16,30,23,-77.7417,-3.6308,47.11,4.855,0
us7000csf9,2020,12,19,09,00,34,-79.4554,1.4186,34.97,4.685,0
us7000cpbd,2020,12,09,01,37,04,-79.3088,-2.6541,77.38,4.94,0
us7000cnby,2020,12,04,23,55,36,-79.287,-2.5607,10,4.345,0
us7000cnbu,2020,12,04,23,53,27,-79.3123,-2.61,2.26,4.345,0
us7000ckuz,2020,11,29,10,37,09,-78.9108,-5.1982,52.77,5.025,0
us6000cs0x,2020,11,20,03,03,05,-79.3552,-2.1934,118.41,4.515,0
us6000cqu3,2020,11,18,00,49,02,-76.916,-3.9924,106.18,4.855,0
us7000cdqt,2020,11,12,08,43,05,-77.2268,-4.7839,121.36,4.855,0
us7000cehr,2020,11,10,20,37,33,-76.7547,-2.657,117.14,4.685,0
us7000cc2y,2020,11,08,10,46,03,-76.6851,-5.6879,49.06,4.94,0
us6000cdq4,2020,10,27,11,59,18,-78.6928,-0.4788,7.72,5.025,0
us6000cbuu,2020,10,23,02,21,45,-81.8459,-3.873,10,4.94,0
us6000cb67,2020,10,22,06,15,23,-81.6046,-4.1946,10,4.77,0
us6000c9yk,2020,10,14,19,19,21,-76.7347,-5.9511,10.94,4.94,0
us6000c7vx,2020,10,12,23,09,27,-77.5074,-2.4469,51.69,4.855,0
us6000c7sl,2020,10,07,09,58,00,-77.511,-1.9585,156.13,4.685,0
us6000c6d3,2020,10,07,07,52,25,-77.7109,-1.3551,169.29,4.685,0
us6000c71s,2020,10,05,05,39,37,-76.6994,-5.9173,43.22,4.77,0
us6000c5j3,2020,10,04,20,21,13,-76.7476,-6.0054,38.14,4.94,0
us6000c52d,2020,10,03,00,11,07,-78.1371,-1.1267,10,5.025,0
us6000c64h,2020,09,30,00,46,44,-78.5602,-2.4765,104.84,4.6,0
us6000c15s,2020,09,25,14,19,45,-76.6858,-2.8661,116.29,4.855,0
us7000bnff,2020,09,15,06,44,10,-80.3416,-3.4,52.88,5.025,0
us7000bkx7,2020,09,04,02,17,33,-80.4547,-0.1487,10,4.855,0
us7000bhrt,2020,08,31,05,30,01,-76.6928,-2.1637,138.78,4.6,0
us6000bjb2,2020,08,23,00,52,38,-79.509,-2.06,106.98,4.6,0
us6000bfub,2020,08,17,06,00,54,-82.9889,3.6124,10,4.77,0
us6000bf7p,2020,08,15,15,36,32,-80.9042,-4.1731,30.09,4.77,0
us6000bes5,2020,08,10,10,48,16,-77.9521,-1.5665,161.16,4.515,0
us6000bb0c,2020,08,08,07,14,18,-75.7567,-6.173,49.05,4.685,0
us6000b44k,2020,07,25,21,16,19,-80.5986,-3.288,49.1,4.94,0
us6000b3ya,2020,07,25,10,48,02,-79.5197,2.7258,10,4.94,0
us7000apk3,2020,07,16,10,23,57,-76.4945,-6.3766,117.1,4.77,0
us7000ap0z,2020,07,08,08,40,30,-80.6667,-3.3368,46.11,4.685,0
us7000ala8,2020,07,05,22,23,41,-81.0072,-0.7286,10,4.77,0
us7000ac2p,2020,06,20,14,43,46,-76.8326,-1.9984,123.2,4.77,0
us6000aexw,2020,06,15,17,14,18,-78.0027,0.5693,10.74,4.685,0
us6000aamu,2020,06,06,07,44,08,-77.4107,-1.4912,170.86,4.685,0
us6000a2mq,2020,05,30,12,40,07,-79.5587,-1.253,101.35,5.025,0
us70009pgm,2020,05,24,12,22,03,-76.5659,2.7483,10,4.855,0
us70009nqz,2020,05,22,19,49,44,-81.4446,-2.3987,10,4.685,0
us70009j35,2020,05,17,19,27,12,-77.1104,-4.4309,42.96,4.94,0
us70009du7,2020,05,10,23,10,00,-77.3265,2.4112,92.49,4.855,0
us70009d30,2020,05,09,04,27,40,-76.6039,-5.6638,38.56,4.94,0
us70009ahz,2020,05,05,16,17,40,-82.7074,3.6181,10,4.94,0
us70009ahr,2020,05,05,16,07,29,-82.7429,3.4362,10,5.025,0
us70009a3g,2020,05,04,20,52,42,-79.7195,2.6532,10,4.94,0
us700099l6,2020,05,04,04,24,40,-76.428,-6.252,37.4,4.685,0
us70009afr,2020,04,29,07,40,36,-77.9734,-1.7209,154.48,4.6,0
us60009ej2,2020,04,29,07,20,29,-77.4099,-2.8013,34.06,4.77,0
us70009afm,2020,04,29,03,35,52,-77.6555,-2.8278,70.09,4.685,0
us60009dtb,2020,04,28,09,06,07,-77.429,-2.8175,10,4.94,0
us700099yh,2020,04,28,00,57,03,-78.0191,-1.5891,159.89,4.43,0
us700097kk,2020,04,25,18,50,39,-77.1478,-2.1931,134.9,4.685,0
us700097fk,2020,04,24,03,54,49,-82.7549,3.8523,10,4.6,0
us70008zmi,2020,04,19,01,16,13,-77.8596,-1.8856,155.58,4.685,0
us70008yd3,2020,04,17,03,13,34,-77.0829,-2.409,149.02,4.685,0
us70008rim,2020,04,02,10,30,33,-80.692,-6.1339,57.85,4.6,0
us70008ihp,2020,03,30,03,42,48,-80.653,0.3715,10,4.77,0
us60008gaz,2020,03,16,03,53,28,-78.5752,1.1616,42.22,5.28,0
us70008gvx,2020,03,12,00,21,32,-77.0456,-2.419,150.55,4.685,0
us60008cdl,2020,03,09,09,35,44,-80.0165,-4.7515,82.76,5.195,0
us600084nf,2020,02,26,17,14,43,-79.6043,2.6379,10,4.855,0
us600085y5,2020,02,23,08,53,27,-82.9063,3.4063,10,4.855,0
us70007uq6,2020,02,22,08,56,19,-77.6492,-3.4003,10,4.77,0
us70007u3c,2020,02,21,10,34,05,-79.3807,3.4822,10,5.11,0
us70007tmz,2020,02,13,15,29,11,-74.0313,3.5396,9.29,4.77,0
us70007tmg,2020,02,13,04,20,56,-83.129,3.4876,10,4.855,0
us70007m82,2020,02,09,20,33,28,-79.3831,-2.1402,109.25,4.94,0
us70007q5q,2020,02,08,09,57,01,-77.4558,-4.484,10,4.77,0
us70007iu1,2020,02,05,01,51,45,-80.7451,-5.8126,42.07,5.28,0
us60007kt4,2020,01,30,22,10,10,-75.3493,-3.6423,10,5.365,0
us60007h4m,2020,01,27,10,00,17,-78.7565,0.4194,49.5,4.515,0
us700071h9,2020,01,17,04,32,04,-79.6665,2.2118,10,5.11,0
us700070nf,2020,01,16,02,03,16,-76.9944,-4.056,106.86,4.855,0
us70006u7d,2020,01,03,14,16,43,-79.9983,-3.3233,68.82,5.195,0
us70006r6t,2019,12,26,10,52,21,-74.0302,3.3922,10,4.77,0
us70006r41,2019,12,26,03,48,29,-74.0915,3.3722,10,5.11,0
us70006qx0,2019,12,25,10,39,56,-74.0286,3.4938,10,4.77,0
us70006qwx,2019,12,25,10,25,55,-74.0042,3.5986,10,4.855,0
us70006qs6,2019,12,25,00,25,01,-74.098,3.4416,10,4.94,0
us70006qq5,2019,12,24,20,11,15,-74.0515,3.6387,10,4.855,0
us70006x58,2019,12,24,19,15,43,-74.1248,3.4917,10,5.28,0
us60006s13,2019,12,16,05,07,37,-75.7561,-6.1651,27.25,4.77,0
us60006t8v,2019,12,11,00,50,37,-76.6711,-2.4299,130.16,4.6,0
us60006p5k,2019,12,09,08,28,02,-82.6838,3.7898,10,4.855,0
us60006nvf,2019,12,08,08,56,09,-78.4095,-0.0864,10,4.94,0
us60006q9n,2019,12,03,19,07,10,-76.3071,-4.9899,28.15,4.77,0
us70006a2n,2019,11,19,20,47,40,-76.8495,-5.6965,39.24,4.855,0
us70006dnu,2019,11,19,16,23,08,-77.6054,-3.43,104.01,4.77,0
us700068ze,2019,11,16,23,32,27,-77.7733,-1.5476,175.2,4.77,0
us60006c0c,2019,11,15,14,38,35,-77.6235,-2.1059,120.89,4.685,0
us70006bm8,2019,11,15,10,09,24,-77.7166,-1.7449,21.61,4.515,0
us700062am,2019,11,02,12,20,09,-80.8072,-2.5133,37.06,4.77,0
us70005x7b,2019,10,22,16,15,38,-79.6628,-2.9033,74.61,4.94,0
